Row Number,Matched Rules,0
231,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
232,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
233,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
234,"{'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7}",
235,"{'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7}",
236,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
237,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
238,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
239,"{'Rule': 'bottom-left-square-x <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7}",
240,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
241,"{'Rule': 'bottom-middle-square-b > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}",
242,"{'Rule': 'bottom-left-square-b > 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
243,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
244,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
245,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
246,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
247,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
248,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
249,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
250,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
251,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 7}",
252,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
253,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 6}",
254,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
255,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
256,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
257,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
258,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
259,"{'Rule': 'bottom-middle-square-b > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}",
260,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
261,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
262,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
263,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
264,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
265,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
266,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
267,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}",
268,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
269,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
270,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
271,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
272,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
273,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
274,"{'Rule': 'bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 4}",
275,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}",
276,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
277,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
278,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
279,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
280,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 7}",
281,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
282,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
283,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}",
284,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
285,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
286,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
287,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
288,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
289,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
290,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
291,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
292,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
293,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
294,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
295,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",
296,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
297,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
298,"{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7}",
299,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
300,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
301,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
302,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
303,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
304,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
305,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
306,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
307,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 11}",
308,"{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
309,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
310,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
311,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
312,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 8}",
313,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
314,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
315,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
316,"{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
317,"{'Rule': 'bottom-left-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}",
318,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
319,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 12}",
320,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",
321,"{'Rule': 'bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
322,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
323,"{'Rule': 'bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
324,"{'Rule': 'bottom-middle-square-b > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}",
325,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
326,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
327,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
328,"{'Rule': 'bottom-left-square-b > 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
329,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}",
330,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",
331,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
332,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
333,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
334,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
335,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}",
336,"{'Rule': 'bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",
337,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
338,"{'Rule': 'bottom-left-square-b > 0.5 && bottom-middle-square-b <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
339,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
340,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
341,"{'Rule': 'bottom-left-square-b <= 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",
342,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
343,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
344,"{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}",
345,"{'Rule': 'bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7}",
346,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
347,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
348,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
349,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 8}",
350,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
351,"{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7}",
352,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
353,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
354,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
355,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
356,"{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}",
