Row Number,Matched Rules,0
212,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
213,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
214,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
215,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}"
216,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
217,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
218,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
219,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
220,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
221,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
222,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
223,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}"
224,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
225,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
226,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
227,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
228,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
229,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
230,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
231,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
232,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
233,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
234,"({'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 7}"
235,"({'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8}"
236,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
237,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
238,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
239,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 9}"
240,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
241,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7}"
242,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}"
243,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
244,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
245,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
246,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}"
247,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
248,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
249,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
250,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
251,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-o > 0.5 => negative', 'Rule Length': 7}"
252,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
253,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-b <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 8}"
254,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
255,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}"
256,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
257,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
258,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
259,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}"
260,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
261,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
262,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
263,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
264,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
265,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
266,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
267,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}"
268,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
269,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
270,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
271,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
272,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
273,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
274,"({'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}"
275,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 => negative', 'Rule Length': 4}"
276,"({'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3},)","{'Rule': 'bottom-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 3}"
277,"({'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-left-square-o > 0.5 && bottom-right-square-o <= 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o <= 0.5 => negative', 'Rule Length': 4}"
278,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
279,"({'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-left-square-x > 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x > 0.5 => negative', 'Rule Length': 5}"
